manufacturer,model_name,screen_size_inches,screen,cpu,ram_gb,storage,os,os_version,weight_kg,price_euros,cpu2,gpu_manufacturer,cpu_manufacturer,screen_width_px,screen_high_px,cpu_speed_ghz,storage_size_gb
HP,ProBook 650,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,512GB SSD,Windows,10,2.31,1534.0,2.9,Intel,Intel,1920,1080,2.9,512
Lenovo,ThinkPad T470,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.65,1345.0,2.5,Intel,Intel,1920,1080,2.5,256
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.36,979.0,1.8,AMD,Intel,1920,1080,1.8,128
Dell,Inspiron 3168,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,500GB HDD,Windows,10,1.47,479.0,1.6,Intel,Intel,1366,768,1.6,500
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7GHz,8,1TB HDD,Windows,10,4.42,2046.0,2.7,Nvidia,Intel,1920,1080,2.7,1000
Microsoft,Surface Laptop,13.5,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2GHz,4,128GB SSD,Windows,10 S,1.252,989.0,2.2,Intel,Intel,2256,1504,2.2,128
Microsoft,Surface Laptop,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8,256GB SSD,Windows,10 S,1.25,1799.0,2.5,Intel,Intel,2256,1504,2.5,256
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),17.3,1600x900,Intel Core i3 6006U 2GHz,8,256GB SSD,Windows,10,2.5,639.9,2.0,Intel,Intel,1600,900,2.0,256
Acer,Aspire E5-576G,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,2.23,544.0,2.0,Nvidia,Intel,1920,1080,2.0,1000
Acer,TravelMate B,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Windows,10,1.4,435.0,1.6,Intel,Intel,1366,768,1.6,128
Asus,Pro P2540UA-AB51,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.37,749.0,2.5,Intel,Intel,1920,1080,2.5,1000
Lenovo,IdeaPad 510s-14IKB,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,No OS,Version Unknown,1.5,799.0,2.7,AMD,Intel,1920,1080,2.7,512
Lenovo,Thinkpad P51,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,256GB SSD,Windows,10,2.67,2090.0,2.9,Nvidia,Intel,1920,1080,2.9,256
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Windows,10,2.0,304.0,1.1,Intel,Intel,1366,768,1.1,500
Acer,Aspire 5,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,2.2,469.0,2.0,Nvidia,Intel,1366,768,2.0,500
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,2TB HDD,Windows,10,2.02,759.0,1.6,AMD,Intel,1920,1080,1.6,2000
HP,Omen 17-an006nv,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Windows,10,3.78,1699.0,2.8,Nvidia,Intel,1920,1080,2.8,1000
Lenovo,Thinkpad T460s,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,12,256GB SSD,Windows,10,1.4,1858.0,2.6,Intel,Intel,2560,1440,2.6,256
HP,Spectre x360,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Windows,10,1.29,1999.0,1.8,Intel,Intel,3840,2160,1.8,512
HP,ZBook 15u,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500GB HDD,Windows,10,1.9,1154.0,2.5,AMD,Intel,1920,1080,2.5,500
Google,Pixelbook (Core,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8,128GB SSD,Chrome OS,Version Unknown,1.1,1275.0,1.2,Intel,Intel,2400,1600,1.2,128
Dell,Latitude 7390,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.42,1841.85,1.6,Intel,Intel,1920,1080,1.6,256
Asus,ZenBook Pro,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12,128GB SSD +  1TB HDD,Windows,10,2.06,1299.0,2.6,Intel,Intel,3840,2160,2.6,128
Dell,Latitude E5470,14.0,1366x768,Intel Core i3 6100U 2.3GHz,8,128GB SSD,Windows,10,1.79,740.0,2.3,Intel,Intel,1366,768,2.3,128
Dell,Precision M5520,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,1.78,2408.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Lenovo,Thinkpad T470,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1GB SSD,Windows,10,1.7,1364.0,2.5,Intel,Intel,1920,1080,2.5,1
Dell,Inspiron 3576,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Windows,10,2.2,675.0,1.6,AMD,Intel,1920,1080,1.6,1000
Toshiba,Portege X30-D-10J,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.05,1672.0,2.5,Intel,Intel,1920,1080,2.5,256
Dell,Inspiron 7570,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Windows,10,2.16,1262.0,1.8,Nvidia,Intel,1920,1080,1.8,512
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Windows,10,2.18,586.6,2.4,Intel,Intel,1366,768,2.4,1000
HP,ProBook 430,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,128GB SSD,Windows,10,1.49,726.0,1.6,Intel,Intel,1920,1080,1.6,128
Chuwi,"Lapbook 15,6",15.6,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,64GB Flash Storage,Windows,10,1.89,248.9,1.44,Intel,Intel,1920,1080,1.44,64
Lenovo,ThinkPad E570,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128GB SSD,Windows,10,2.3,565.0,2.0,Intel,Intel,1366,768,2.0,128
Lenovo,ThinkPad E480,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.75,1049.0,1.6,Intel,Intel,1920,1080,1.6,256
Dell,Precision 3520,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Windows,10,2.17,2338.0,2.7,Nvidia,Intel,1920,1080,2.7,512
Dell,XPS 15,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Windows,10,2.06,1899.0,2.8,Nvidia,Intel,1920,1080,2.8,512
Lenovo,Thinkpad X270,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.36,1798.0,2.7,Intel,Intel,1920,1080,2.7,512
Asus,Zenbook UX390UA,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,0.91,1950.0,2.7,Intel,Intel,1920,1080,2.7,512
Lenovo,Thinkpad E570,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.3,1011.99,2.5,Nvidia,Intel,1920,1080,2.5,256
Toshiba,Portege X30-D-10L,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32,512GB SSD,Windows,10,1.05,2799.0,2.7,Intel,Intel,1920,1080,2.7,512
Asus,VivoBook Pro,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,1.99,1350.0,2.8,Nvidia,Intel,1920,1080,2.8,128
Acer,Aspire 5,15.6,1366x768,AMD A10-Series 9620P 2.5GHz,8,1TB HDD,Windows,10,2.2,579.0,2.5,AMD,AMD,1366,768,2.5,1000
Asus,Rog G752VL-UH71T,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,24,256GB SSD +  1TB HDD,Windows,10,4.33,1269.0,2.6,Nvidia,Intel,1920,1080,2.6,256
Lenovo,Thinkpad X260,12.5,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,8,1GB SSD,Windows,10,1.3,1099.0,2.3,Intel,Intel,1366,768,2.3,1
Lenovo,Ideapad 520-15IKBR,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,2.17,898.9,1.8,Intel,Intel,1920,1080,1.8,256
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,1TB SSD,Windows,10,1.48,1749.0,2.8,Intel,Intel,1920,1080,2.8,1000
Lenovo,ThinkPad 13,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,256GB SSD,Windows,10,1.4,949.0,2.4,Intel,Intel,1920,1080,2.4,256
Lenovo,ThinkPad L570,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.3,911.0,2.5,Intel,Intel,1920,1080,2.5,256
Asus,VivoBook E201NA,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,64GB Flash Storage,Windows,10 S,1.2,340.0,1.1,Intel,Intel,1366,768,1.1,64
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.91,618.99,2.5,AMD,Intel,1366,768,2.5,256
Lenovo,Yoga 920-13IKB,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.4,1599.0,1.6,Intel,Intel,1920,1080,1.6,256
Lenovo,IdeaPad 320-14IAP,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Windows,10,2.1,299.0,1.1,Intel,Intel,1366,768,1.1,500
Lenovo,Chromebook N23,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB SSD,Chrome OS,Version Unknown,1.25,265.0,1.6,Intel,Intel,1366,768,1.6,16
Lenovo,ThinkPad 13,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.44,949.0,2.5,Intel,Intel,1920,1080,2.5,256
Asus,ZenBook UX510UX-CN211T,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Windows,10,2.0,1224.0,2.7,Intel,Intel,1920,1080,2.7,256
Acer,Aspire A515-51G-59QF,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Windows,10,2.2,613.0,1.6,Nvidia,Intel,1920,1080,1.6,1000
HP,Envy 13-AB002nv,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.34,1323.0,2.7,Intel,Intel,1920,1080,2.7,512
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,No OS,Version Unknown,2.4,1149.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Dell,XPS 13,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,1.29,899.0,2.5,Intel,Intel,1920,1080,2.5,128
Acer,Aspire A515-51G,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,500GB HDD,Windows,10,2.2,639.0,2.7,Nvidia,Intel,1920,1080,2.7,500
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.18,836.0,2.5,Intel,Intel,1920,1080,2.5,1000
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  2TB HDD,Windows,10,2.2,1219.24,1.8,AMD,Intel,1920,1080,1.8,256
Xiaomi,Mi Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD,No OS,Version Unknown,1.95,1399.95,1.8,Nvidia,Intel,1920,1080,1.8,256
Asus,VivoBook E12,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Windows,10,1.1,245.0,1.1,Intel,Intel,1366,768,1.1,32
HP,15-bs190od (i5-8250U/4GB/1TB/W10),15.6,Touchscreen 1366x768,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Windows,10,2.04,521.47,1.6,Intel,Intel,1366,768,1.6,1000
Asus,ROG Zephyrus,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,24,512GB SSD,Windows,10,2.24,2968.0,2.8,Nvidia,Intel,1920,1080,2.8,512
HP,Probook 450,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.04,889.0,2.5,Nvidia,Intel,1920,1080,2.5,256
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,3.0,1504.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Lenovo,Legion Y720-15IKB,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Windows,10,3.2,1399.0,2.8,Nvidia,Intel,1920,1080,2.8,256
HP,Spectre X360,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.32,1399.0,2.7,Intel,Intel,1920,1080,2.7,256
Dell,Latitude 5480,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.64,1279.73,2.6,Intel,Intel,1920,1080,2.6,256
HP,ProBook 440,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128GB SSD,Windows,10,1.63,689.0,2.0,Intel,Intel,1366,768,2.0,128
Dell,Inspiron 5770,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,Linux,Version Unknown,2.8,889.0,1.6,AMD,Intel,1920,1080,1.6,128
Lenovo,ThinkPad L470,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,2.02,1340.0,2.3,Intel,Intel,1920,1080,2.3,256
Lenovo,IdeaPad 320-15IKB,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,1TB HDD,Windows,10,2.2,799.0,2.7,Nvidia,Intel,1920,1080,2.7,1000
Lenovo,IdeaPad 320-15ISK,15.6,1366x768,Intel Core i3 6006U 2GHz,8,2TB HDD,No OS,Version Unknown,2.2,459.0,2.0,Nvidia,Intel,1366,768,2.0,2000
Dell,Inspiron 3567,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.3,585.0,2.5,AMD,Intel,1920,1080,2.5,500
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Windows,10,1.9,1377.0,2.8,Intel,Intel,1920,1080,2.8,256
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Windows,10,4.42,3012.77,2.8,Nvidia,Intel,1920,1080,2.8,128
Toshiba,Satellite Pro,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500GB HDD,Windows,10,2.0,860.0,2.5,Intel,Intel,1920,1080,2.5,500
Asus,Zenbook UX510UW-FI095T,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Windows,10,2.0,1299.0,2.7,Nvidia,Intel,3840,2160,2.7,256
Mediacom,SmartBook Edge,13.3,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32GB SSD,Windows,10,1.2,369.0,1.1,Intel,Intel,1920,1080,1.1,32
Asus,ROG Strix,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,2.3,1649.0,2.5,Nvidia,Intel,1920,1080,2.5,128
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Windows,10,1.93,1369.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,2.2,797.41,1.6,AMD,Intel,1920,1080,1.6,256
HP,250 G6,15.6,Full HD 1920x1080,Intel Pentium Quad Core N3710 1.6GHz,4,256GB SSD,Windows,10,1.86,398.99,1.6,Intel,Intel,1920,1080,1.6,256
HP,Omen 15-ce006nv,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Windows,10,2.62,1799.0,2.8,Nvidia,Intel,1920,1080,2.8,1000
Lenovo,Thinkpad E470,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.87,859.0,2.7,Nvidia,Intel,1920,1080,2.7,256
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,1.2,1399.0,1.8,Intel,Intel,3200,1800,1.8,256
Dell,Vostro 5468,14.0,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD,Windows,10,1.6,735.87,2.0,Intel,Intel,1920,1080,2.0,128
HP,Envy 13-AB020nr,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.34,1145.0,2.7,Intel,Intel,3200,1800,2.7,256
Acer,Aspire 7,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Linux,Version Unknown,2.4,798.0,2.5,Nvidia,Intel,1920,1080,2.5,1000
Asus,VivoBook X540YA-XX519T,15.6,1366x768,AMD E-Series 7110 1.8GHz,4,500GB HDD,Windows,10,2.0,349.0,1.8,AMD,AMD,1366,768,1.8,500
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Windows,10,2.1,705.5,2.4,Intel,Intel,1920,1080,2.4,128
Lenovo,ThinkPad E470,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.87,785.0,2.5,Intel,Intel,1920,1080,2.5,500
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,1TB HDD,No OS,Version Unknown,2.15,462.35,2.3,Intel,Intel,1920,1080,2.3,1000
HP,250 G6,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,1.86,397.0,2.0,Intel,Intel,1920,1080,2.0,500
Lenovo,ThinkPad T570,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.99,1729.0,2.7,Intel,Intel,1920,1080,2.7,512
Lenovo,IdeaPad 320-15ISK,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD,Windows,10,2.2,499.0,2.0,Intel,Intel,1920,1080,2.0,128
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.9,1116.99,2.5,Intel,Intel,1920,1080,2.5,256
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,4.42,2699.0,2.8,Nvidia,Intel,1920,1080,2.8,256
HP,17-X047na (i3-6006U/8GB/1TB/W10),17.3,1600x900,Intel Core i3 6006U 2GHz,8,1TB HDD,Windows,10,2.65,544.15,2.0,Intel,Intel,1600,900,2.0,1000
HP,ProBook 470,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,2.63,1280.0,2.7,Nvidia,Intel,1920,1080,2.7,1000
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Linux,Version Unknown,2.0,224.0,1.1,Intel,Intel,1366,768,1.1,500
Mediacom,SmartBook 130,13.3,IPS Panel Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,32GB Flash Storage,Windows,10,1.35,255.0,1.44,Intel,Intel,1920,1080,1.44,32
Lenovo,IdeaPad 320-17IKB,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6,128GB SSD +  1TB HDD,Windows,10,2.8,949.0,2.7,Nvidia,Intel,1600,900,2.7,128
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,15.6,IPS Panel Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,6,128GB SSD,Windows,10,1.91,568.9,2.5,AMD,AMD,1920,1080,2.5,128
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,2.18,617.9,2.0,AMD,Intel,1366,768,2.0,1000
Acer,Spin SP111-31,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4,32GB Flash Storage,Windows,10,1.25,349.0,2.0,Intel,Intel,1920,1080,2.0,32
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,128GB SSD,Windows,10,2.05,630.0,2.7,Intel,Intel,1920,1080,2.7,128
HP,EliteBook 1030,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16,512GB SSD,Windows,10,1.16,1965.0,1.2,Intel,Intel,3200,1800,1.2,512
Lenovo,Thinkpad P71,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,3.4,2999.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,2.5,839.0,2.5,Nvidia,Intel,1920,1080,2.5,128
Dell,XPS 13,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8,128GB SSD,Windows,10,1.21,1599.0,1.6,Intel,Intel,3840,2160,1.6,128
Dell,Latitude 5580,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4,500GB HDD,Windows,10,1.93,959.0,2.6,Intel,Intel,1366,768,2.6,500
Fujitsu,Lifebook A557,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.2,739.0,2.5,Intel,Intel,1366,768,2.5,1000
Lenovo,IdeaPad 320-15IAP,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Windows,10,2.2,344.0,1.1,Intel,Intel,1920,1080,1.1,500
Lenovo,ThinkPad L470,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.02,990.0,2.5,Intel,Intel,1366,768,2.5,500
HP,ZBook 17,17.3,1600x900,Intel Core i5 7440HQ 2.8GHz,8,500GB HDD,Windows,10,3.14,1860.99,2.8,Nvidia,Intel,1600,900,2.8,500
HP,14-am079na (N3710/8GB/2TB/W10),14.0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,2TB HDD,Windows,10,1.94,389.0,1.6,Intel,Intel,1366,768,1.6,2000
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,15.6,IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,256GB SSD,Windows,10,1.95,649.0,3.0,AMD,AMD,1920,1080,3.0,256
Lenovo,Thinkpad E570,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.3,830.0,2.5,Intel,Intel,1920,1080,2.5,256
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Windows,10,2.05,685.0,1.6,Intel,Intel,1920,1080,1.6,500
Mediacom,SmartBook 141,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,32GB SSD,Windows,10,1.4,249.0,1.44,Intel,Intel,1920,1080,1.44,32
Toshiba,Tecra X40-D-10H,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.24,1865.0,2.7,Intel,Intel,1920,1080,2.7,512
Lenovo,IdeaPad Y910-17ISK,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,256GB SSD +  1TB HDD,Windows,10,4.6,2663.0,2.7,Nvidia,Intel,1920,1080,2.7,256
Micro-Star International,GT73VR Titan,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,512GB SSD +  1TB HDD,Windows,10,4.14,2729.0,2.9,Nvidia,Intel,1920,1080,2.9,512
Dell,Inspiron 3567,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Linux,Version Unknown,2.2,749.01,2.7,AMD,Intel,1920,1080,2.7,256
Mediacom,SmartBook Edge,14.0,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32GB SSD,Windows,10,1.45,389.0,1.1,Intel,Intel,1920,1080,1.1,32
Dell,Latitude 5580,15.6,1366x768,Intel Core i5 7300U 2.6GHz,8,500GB HDD,Windows,10,1.9,1008.52,2.6,Intel,Intel,1366,768,2.6,500
HP,ProBook 430,13.3,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Windows,10,1.49,719.0,2.4,Intel,Intel,1920,1080,2.4,128
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Windows,10,1.93,1537.39,2.8,Nvidia,Intel,1920,1080,2.8,256
Dell,Chromebook 11,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Chrome OS,Version Unknown,1.26,295.0,1.6,Intel,Intel,1366,768,1.6,16
Micro-Star International,GT80S 6QE,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,128GB SSD +  1TB HDD,Windows,10,4.5,2349.0,2.7,Nvidia,Intel,1920,1080,2.7,128
HP,Omen 17-AN010nv,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,3.78,1498.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Lenovo,Thinkpad T460s,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12,256GB SSD,Windows,10,1.4,1673.0,2.6,Intel,Intel,1920,1080,2.6,256
