manufacturer,model_name,screen_size_inches,screen,cpu,ram_gb,storage,os,os_version,weight_kg,price_euros,gpu_manufacturer,cpu_manufacturer,screen_width_px,screen_high_px,cpu_speed_ghz
HP,ProBook 470,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.63,1200.0,Nvidia,Intel,1920,1080,2.7
Lenovo,ThinkPad X1,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Windows,10,1.17,1686.64,Intel,Intel,2560,1440,2.5
HP,Pavilion X360,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.58,836.6,Intel,Intel,1366,768,2.5
Lenovo,ThinkPad T470s,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.32,1499.0,Intel,Intel,1920,1080,2.5
Dell,Alienware 17,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD +  1TB HDD,Windows,10,4.36,3659.4,Nvidia,Intel,3840,2160,2.8
Micro-Star International,GL72M 7REX,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.7,1348.48,Nvidia,Intel,1920,1080,2.8
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1TB HDD,No OS,Version Unknown,1.9,489.9,Intel,Intel,1366,768,2.5
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,Windows,10,2.2,719.0,AMD,Intel,1920,1080,1.6
Dell,Inspiron 5378,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Windows,10,1.71,649.0,Intel,Intel,1920,1080,2.4
Dell,Inspiron 5567,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Linux,Version Unknown,2.32,589.52,AMD,Intel,1366,768,2.5
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,1TB HDD,Windows,10,2.1,489.0,AMD,AMD,1920,1080,3.0
Acer,Predator 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,4.2,1935.0,Nvidia,Intel,1920,1080,2.6
Dell,Inspiron 3567,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12,1TB HDD,Windows,10,2.25,649.0,Intel,Intel,1366,768,2.5
HP,15-BW091ND (A9-9420/6GB/1TB,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,128GB SSD +  1TB HDD,Windows,10,2.1,650.0,AMD,AMD,1920,1080,3.0
Acer,Extensa EX2540-58KR,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.4,559.0,Intel,Intel,1366,768,2.5
Lenovo,ThinkPad 13,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.44,960.0,Intel,Intel,1920,1080,2.5
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,1TB HDD,Windows,10,1.85,779.0,Intel,Intel,1920,1080,2.7
HP,ZBook 15,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD,Windows,10,2.6,2419.0,Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 5379,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Windows,10,1.55,659.0,Intel,Intel,1920,1080,1.6
Micro-Star International,GS63VR 7RF,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,1.8,2094.48,Nvidia,Intel,1920,1080,2.8
Acer,Aspire ES1-572,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,2.4,410.8,Intel,Intel,1366,768,2.0
Dell,Inspiron 7560,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,128GB SSD +  1TB HDD,Windows,10,2.0,1207.0,Nvidia,Intel,1920,1080,2.7
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256GB SSD,Windows,10,2.0,665.0,Intel,Intel,1366,768,2.0
Toshiba,Tecra X40-D-10G,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.25,1535.0,Intel,Intel,1920,1080,2.5
Lenovo,Flex 5,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.7,999.0,Intel,Intel,1920,1080,2.5
Lenovo,Thinkpad P51s,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16,1TB SSD,Windows,10,2.5,3299.0,Nvidia,Intel,3840,2160,2.8
Acer,Chromebook 14,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Chrome OS,Version Unknown,1.68,330.0,Intel,Intel,1366,768,1.6
Samsung,Notebook 9,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Windows,10,0.81,1649.0,Intel,Intel,1920,1080,2.7
HP,250 G6,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256GB SSD,Windows,10,1.86,539.0,Intel,Intel,1920,1080,2.0
Dell,Latitude 5480,14.0,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.6,1126.71,Intel,Intel,1366,768,2.5
HP,Zbook 17,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16,256GB SSD,Windows,7,3.0,4389.0,Nvidia,Intel,1920,1080,2.9
Lenovo,N23 (N3060/4GB/128GB/W10),11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Windows,10,1.4,475.0,Intel,Intel,1366,768,1.6
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,10,1.84,1900.0,Intel,Intel,1920,1080,2.4
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4,1TB HDD,No OS,Version Unknown,2.45,579.0,Nvidia,Intel,1366,768,2.3
Lenovo,Thinkpad T460,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,1GB SSD,Windows,10,1.7,1096.0,Intel,Intel,1920,1080,2.3
Asus,Pro P2540UA-XO0192R,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4,256GB SSD,Windows,10,2.37,849.9,Intel,Intel,1366,768,2.7
Lenovo,Yoga 900-13ISK,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8,256GB SSD,Windows,10,1.3,1199.0,Intel,Intel,3200,1800,1.8
HP,15-cb003na (i5-7300HQ/8GB/1TB,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,2.2,1099.0,Nvidia,Intel,1920,1080,2.5
HP,ZBook 15,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Windows,7,2.59,1561.0,Nvidia,Intel,1920,1080,2.6
Dell,Alienware 17,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,4.42,2868.99,Nvidia,Intel,3840,2160,2.8
Acer,Aspire 3,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,2.1,599.0,Intel,Intel,1366,768,2.5
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.5,1048.0,Nvidia,Intel,1920,1080,2.8
Dell,Latitude 7280,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Windows,10,1.18,1859.0,Intel,Intel,1920,1080,2.8
Google,Pixelbook (Core,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8,256GB SSD,Chrome OS,Version Unknown,1.1,1559.0,Intel,Intel,2400,1600,1.2
Asus,Zenbook UX330UA-AH5Q,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.2,1129.0,Intel,Intel,3200,1800,2.5
Dell,Latitude 3380,13.3,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,1.65,849.0,Intel,Intel,1366,768,2.0
Acer,TravelMate P238-M,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Windows,10,1.6,655.0,Intel,Intel,1366,768,2.3
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Windows,10,2.8,470.34,Nvidia,Intel,1366,768,1.1
Dell,Inspiron 7559,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,2.72,1099.0,Nvidia,Intel,3840,2160,2.6
Samsung,Notebook 9,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.31,1599.0,Intel,Intel,1920,1080,2.7
Acer,Aspire A315-31,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Linux,Version Unknown,2.1,298.0,Intel,Intel,1366,768,1.1
Dell,Inspiron 5567,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Windows,10,2.3,1181.27,AMD,Intel,1920,1080,2.7
Samsung,Notebook 9,15.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Windows,10,1.71,1799.0,AMD,Intel,1920,1080,2.7
Toshiba,Tecra A40-C-1E5,14.0,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Windows,10,1.75,1020.0,Intel,Intel,1366,768,2.3
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Windows,10,2.62,1099.0,Nvidia,Intel,1920,1080,2.8
HP,EliteBook 820,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Windows,10,1.26,1244.0,Intel,Intel,1366,768,2.3
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,2TB HDD,Windows,10,2.3,839.0,Nvidia,Intel,1920,1080,2.7
Lenovo,Thinkpad P50,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Windows,7,2.5,2370.0,Nvidia,Intel,3840,2160,2.7
Acer,Swift 3,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Windows,10,1.8,636.0,Intel,Intel,1920,1080,2.4
Razer,Blade Pro,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Windows,10,1.95,2899.0,Nvidia,Intel,1920,1080,2.8
Asus,Vivobook Max,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8,128GB SSD,Windows,10,2.0,581.9,Intel,Intel,1920,1080,1.1
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD +  1TB HDD,Windows,10,4.42,3588.8,Nvidia,Intel,1920,1080,2.8
Asus,Rog G752VS-BA171T,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Windows,10,4.3,2350.0,Nvidia,Intel,1920,1080,2.6
Toshiba,Tecra Z40-C-161,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Windows,10,1.47,1764.0,Nvidia,Intel,1920,1080,2.6
Lenovo,IdeaPad 110-15IBR,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8,1TB HDD,No OS,Version Unknown,2.2,329.0,Intel,Intel,1366,768,1.6
Lenovo,ThinkPad T470s,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.7,2299.0,Intel,Intel,1920,1080,2.7
Micro-Star International,GS43VR 7RE,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,1.6,1891.0,Nvidia,Intel,1920,1080,2.8
Micro-Star International,GL62M (i5-7300HQ/8GB/1TB,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,2.2,1089.0,Nvidia,Intel,1920,1080,2.5
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4,1TB HDD,Windows,10,2.4,999.0,Nvidia,Intel,1920,1080,2.8
Acer,Predator G9-793,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,4.2,2299.0,Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Windows,10,2.62,985.0,Nvidia,Intel,1920,1080,2.5
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.24,1339.0,Nvidia,Intel,1920,1080,2.8
Vero,K146 (N3350/4GB/32GB/W10),14.0,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.22,202.9,Intel,Intel,1920,1080,1.1
Lenovo,ThinkPad Yoga,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.37,1970.0,Intel,Intel,1920,1080,2.7
Lenovo,Yoga 510-15IKB,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.08,959.0,AMD,Intel,1920,1080,2.5
Apple,"MacBook 12""",12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8,512GB Flash Storage,macOS,X,0.92,1165.0,Intel,Intel,2304,1440,1.2
Lenovo,ThinkPad X1,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.42,2330.0,Intel,Intel,2560,1440,2.5
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.63,299.0,Intel,Intel,1366,768,1.1
Dell,Latitude 3580,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,1.95,810.0,Intel,Intel,1366,768,2.5
Lenovo,Yoga 910-13IKB,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.38,1349.0,Intel,Intel,1920,1080,2.7
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256GB SSD,Windows,10,2.0,739.0,AMD,Intel,1920,1080,2.0
HP,ZBook 17,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,3.14,2064.9,Nvidia,Intel,1920,1080,2.8
Asus,Pro P2540UA-XS51,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.37,1099.0,Intel,Intel,1920,1080,2.5
Dell,XPS 13,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.29,1499.0,Intel,Intel,1920,1080,2.5
Dell,XPS 15,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Windows,10,2.06,1749.0,Nvidia,Intel,3840,2160,2.5
Dell,Latitude 3180,11.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,128GB SSD,Windows,10,1.63,744.0,Intel,Intel,1366,768,1.1
HP,EliteBook 820,12.5,1366x768,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.26,1389.0,Intel,Intel,1366,768,2.6
Toshiba,Satellite Pro,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,2.1,780.0,Intel,Intel,1366,768,2.3
HP,15-ba043na (A12-9700P/8GB/2TB/W10),15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8,2TB HDD,Windows,10,2.04,629.0,AMD,AMD,1366,768,2.5
Dell,Inspiron 7567,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Windows,10,2.62,1679.0,Nvidia,Intel,3840,2160,2.8
Lenovo,IdeaPad 310-15IKB,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Windows,10,2.4,609.0,Nvidia,Intel,1920,1080,2.5
HP,Omen 17-an012dx,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Windows,10,3.74,1749.0,AMD,Intel,1920,1080,2.8
Micro-Star International,GE72MVR 7RG,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Windows,10,2.9,2415.0,Nvidia,Intel,1920,1080,2.8
Samsung,Notebook 9,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,0.81,1499.0,Intel,Intel,1920,1080,2.5
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,1.98,961.0,Nvidia,Intel,1920,1080,2.7
Dell,Vostro 3568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.18,789.81,AMD,Intel,1920,1080,2.5
Lenovo,Thinkpad T470s,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.32,1859.0,Intel,Intel,1920,1080,2.7
Razer,Blade Stealth,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16,512GB SSD,Windows,10,1.29,1799.0,Intel,Intel,3840,2160,2.5
HP,Chromebook 11,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Chrome OS,Version Unknown,1.23,385.0,Intel,Intel,1366,768,1.6
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Windows,10,4.36,2505.02,Nvidia,Intel,1920,1080,2.8
Dell,Latitude 3480,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,1.76,755.0,Intel,Intel,1366,768,2.3
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,2.1,489.9,Intel,Intel,1366,768,2.0
Toshiba,Tecra X40-D-10Z,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Windows,10,1.25,1090.0,Intel,Intel,1366,768,2.5
Lenovo,Thinkpad X1,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.13,2499.0,Intel,Intel,1920,1080,2.7
Micro-Star International,GL62M 7RD,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Windows,10,2.4,1199.0,Nvidia,Intel,1920,1080,2.5
Lenovo,ThinkPad X1,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB Flash Storage,Windows,10,1.13,1875.0,Intel,Intel,1920,1080,2.5
Toshiba,Satellite Pro,14.0,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4,128GB SSD,Windows,10,1.75,499.0,Intel,Intel,1366,768,2.1
Asus,ZenBook Flip,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.1,1358.0,Intel,Intel,1920,1080,2.5
Dell,Latitude 3480,14.0,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,1.76,585.0,Intel,Intel,1366,768,2.0
Acer,Chromebook 11,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.35,355.0,Intel,Intel,1366,768,1.6
Acer,Swift 3,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,128GB SSD,Windows,10,1.5,619.0,Intel,Intel,1920,1080,2.4
Razer,Blade Pro,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32,512GB SSD,Windows,10,3.49,5499.0,Nvidia,Intel,3840,2160,2.9
Lenovo,Thinkpad X1,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Windows,10,1.1,2099.0,Intel,Intel,2560,1440,2.6
Asus,VivoBook Max,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Linux,Version Unknown,2.1,519.0,Nvidia,Intel,1920,1080,2.5
Lenovo,Thinkpad T460,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.7,1186.0,Intel,Intel,1920,1080,2.3
Lenovo,ThinkPad T470s,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.32,1650.0,Intel,Intel,1920,1080,2.6
Dell,Alienware 15,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,3.21,2774.63,Nvidia,Intel,1920,1080,2.8
Asus,Rog GL702VS-BA023T,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.9,2419.0,Nvidia,Intel,1920,1080,2.8
Toshiba,Satellite Pro,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Windows,10,2.0,669.0,Intel,Intel,1366,768,2.4
Lenovo,N42-20 Chromebook,14.0,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4,16GB Flash Storage,Chrome OS,Version Unknown,1.5,325.0,Intel,Intel,1366,768,1.6
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB HDD,Windows,10,2.3,590.0,Intel,Intel,1920,1080,2.5
Asus,Rog GL702VM-GC017T,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD +  1TB HDD,Windows,10,2.73,1799.0,Nvidia,Intel,1920,1080,2.6
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,512GB SSD +  1TB HDD,Windows,10,4.42,3072.89,Nvidia,Intel,1920,1080,2.8
HP,ProBook 470,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.63,910.0,Nvidia,Intel,1600,900,2.5
Dell,Vostro 3568,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,2.18,713.99,Intel,Intel,1366,768,2.5
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Windows,7,1.54,1870.0,Intel,Intel,1920,1080,2.5
Dell,Vostro 3568,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,256GB SSD,Windows,10,2.18,739.0,AMD,Intel,1920,1080,2.7
HP,Chromebook X360,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.4,615.0,Intel,Intel,1366,768,1.1
Asus,ZenBook UX310UQ-GL026T,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,512GB SSD,Windows,10,1.45,1026.0,Nvidia,Intel,1920,1080,2.3
HP,EliteBook x360,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.28,2277.0,Intel,Intel,1920,1080,2.5
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Windows,10,1.54,1468.0,Intel,Intel,1920,1080,2.5
HP,250 G6,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,No OS,Version Unknown,1.86,299.0,Intel,Intel,1366,768,1.6
Asus,Rog GL502VM-DS74,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Windows,10,2.1,1899.0,Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 5767,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Linux,Version Unknown,2.83,865.0,AMD,Intel,1920,1080,2.7
Lenovo,ThinkPad T470p,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,1.96,1903.0,Nvidia,Intel,1920,1080,2.8
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.3,787.0,Nvidia,Intel,1920,1080,2.7
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,1.9,945.0,Intel,Intel,1920,1080,2.5
Asus,X541NA (N4200/4GB/1TB/W10),15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Windows,10,2.0,449.0,Intel,Intel,1366,768,1.1
HP,EliteBook x360,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Windows,10,1.28,2559.0,Intel,Intel,1920,1080,2.8
Dell,Inspiron 5368,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8,1TB HDD,Windows,10,1.62,649.0,Intel,Intel,1920,1080,2.3
Lenovo,IdeaPad 110-15ISK,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4,1TB HDD,No OS,Version Unknown,2.2,469.0,Intel,Intel,1920,1080,2.0
Lenovo,ThinkPad E570,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.3,850.66,Intel,Intel,1920,1080,2.5
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.84,1349.0,AMD,Intel,1920,1080,2.6
Toshiba,Portege X30-D-10X,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Windows,10,1.05,1285.0,Intel,Intel,1920,1080,2.5
